,timestamp,event,duration,deviceId,copyKind,payload,bandwidth,pkt_src,pkt_dst,pid,tid,name,category
172,1545575265.813206,524288017,0.000429,1,1,5242880,11.376623,0,1,1,15,[gpu1]CUDA_COPY_H2D_5242880B,0
173,1545575265.813638,786432017,0.000633,1,1,7864320,11.579225,0,1,1,15,[gpu1]CUDA_COPY_H2D_7864320B,0
174,1545575265.814273,63917,1e-06,1,0,639,0.98034,0,0,1,15,[gpu1][CUDA memset],0
175,1545575265.814628,17,0.003145,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
176,1545575265.815294,524288017,0.00040899999999999997,1,2,5242880,11.944842,1,0,1,16,[gpu1]CUDA_COPY_D2H_5242880B,0
177,1545575265.8171198,17,0.003128,1,0,0,0.0,0,0,1,15,[gpu1]maxwell_dgemm_64x64_nn,0
178,1545575265.817777,524288017,0.00041,1,2,5242880,11.918717,1,0,1,14,[gpu1]CUDA_COPY_D2H_5242880B,0
179,1545575265.818192,524288017,0.000443,1,1,5242880,11.032759,0,1,1,14,[gpu1]CUDA_COPY_H2D_5242880B,0
180,1545575265.818638,786432017,0.0006349999999999999,1,1,7864320,11.534294000000001,0,1,1,14,[gpu1]CUDA_COPY_H2D_7864320B,0
181,1545575265.819275,63917,1e-06,1,0,639,0.8869739999999999,0,0,1,14,[gpu1][CUDA memset],0
182,1545575265.819623,17,0.0037090000000000005,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
183,1545575265.820253,524288017,0.00040899999999999997,1,2,5242880,11.925238,1,0,1,15,[gpu1]CUDA_COPY_D2H_5242880B,0
184,1545575265.820668,524288017,0.000424,1,1,5242880,11.525282,0,1,1,15,[gpu1]CUDA_COPY_H2D_5242880B,0
185,1545575265.821095,786432017,0.000633,1,1,7864320,11.566352,0,1,1,15,[gpu1]CUDA_COPY_H2D_7864320B,0
186,1545575265.8217301,63917,1e-06,1,0,639,0.9313229999999999,0,0,1,15,[gpu1][CUDA memset],0
187,1545575265.822676,17,0.003113,1,0,0,0.0,0,0,1,15,[gpu1]maxwell_dgemm_64x64_nn,0
188,1545575265.823336,524288017,0.00040899999999999997,1,2,5242880,11.933603,1,0,1,14,[gpu1]CUDA_COPY_D2H_5242880B,0
189,1545575265.8257961,524288017,0.00040899999999999997,1,2,5242880,11.949519,1,0,1,15,[gpu1]CUDA_COPY_D2H_5242880B,0
190,1545575265.8262188,314572817,0.000254,1,1,3145728,11.538927000000001,0,1,1,17,[gpu1]CUDA_COPY_H2D_3145728B,0
191,1545575265.8264759,2621440017,0.002131,1,1,26214400,11.457268,0,1,1,17,[gpu1]CUDA_COPY_H2D_26214400B,0
192,1545575265.82861,314572817,0.00025299999999999997,1,1,3145728,11.598864,0,1,1,16,[gpu1]CUDA_COPY_H2D_3145728B,0
193,1545575265.828611,17,0.014819999999999998,1,0,0,0.0,0,0,1,17,[gpu1]maxwell_dgemm_64x64_nn,0
194,1545575265.828865,2621440017,0.002105,1,1,26214400,11.599408,0,1,1,16,[gpu1]CUDA_COPY_H2D_26214400B,0
195,1545575265.8309731,314572817,0.000251,1,1,3145728,11.649088,0,1,1,14,[gpu1]CUDA_COPY_H2D_3145728B,0
196,1545575265.831227,2621440017,0.002129,1,1,26214400,11.466566,0,1,1,14,[gpu1]CUDA_COPY_H2D_26214400B,0
197,1545575265.833361,314572817,0.000251,1,1,3145728,11.67583,0,1,1,15,[gpu1]CUDA_COPY_H2D_3145728B,0
198,1545575265.833614,2621440017,0.002166,1,1,26214400,11.273574,0,1,1,15,[gpu1]CUDA_COPY_H2D_26214400B,0
199,1545575265.841579,17,0.014815,1,0,0,0.0,0,0,1,16,[gpu1]maxwell_dgemm_64x64_nn,0
200,1545575265.843436,2621440017,0.002023,1,2,26214400,12.066308,1,0,1,17,[gpu1]CUDA_COPY_D2H_26214400B,0
201,1545575265.8454711,314572817,0.000251,1,1,3145728,11.650571000000001,0,1,1,17,[gpu1]CUDA_COPY_H2D_3145728B,0
202,1545575265.845725,2621440017,0.0021190000000000002,1,1,26214400,11.522502000000001,0,1,1,17,[gpu1]CUDA_COPY_H2D_26214400B,0
203,1545575265.854543,17,0.014836000000000002,1,0,0,0.0,0,0,1,14,[gpu1]maxwell_dgemm_64x64_nn,0
204,1545575265.8563972,2621440017,0.002017,1,2,26214400,12.105364,1,0,1,16,[gpu1]CUDA_COPY_D2H_26214400B,0
205,1545575265.85842,314572817,0.000251,1,1,3145728,11.666902,0,1,1,16,[gpu1]CUDA_COPY_H2D_3145728B,0
206,1545575265.858674,2621440017,0.0021219999999999998,1,1,26214400,11.503565,0,1,1,16,[gpu1]CUDA_COPY_H2D_26214400B,0
207,1545575265.86753,17,0.014837999999999999,1,0,0,0.0,0,0,1,15,[gpu1]maxwell_dgemm_64x64_nn,0
208,1545575265.869381,2621440017,0.002016,1,2,26214400,12.108823,1,0,1,14,[gpu1]CUDA_COPY_D2H_26214400B,0
209,1545575265.871408,314572817,0.000252,1,1,3145728,11.643116000000001,0,1,1,14,[gpu1]CUDA_COPY_H2D_3145728B,0
210,1545575265.871662,2621440017,0.002107,1,1,26214400,11.585146,0,1,1,14,[gpu1]CUDA_COPY_H2D_26214400B,0
211,1545575265.880516,17,0.014865,1,0,0,0.0,0,0,1,17,[gpu1]maxwell_dgemm_64x64_nn,0
212,1545575265.8823721,2621440017,0.002014,1,2,26214400,12.121526,1,0,1,15,[gpu1]CUDA_COPY_D2H_26214400B,0
